igod_org_id,org_name,branch,state,name,designation,division,phones,office_address,email
X9e83XQBYNG-XPnvjOsx,Department of Home,ug,,Shri Bandi Sanjay Kumar,Minister of State,Ministry of Home Affairs,"23092073, 23094054","Room No.: 127, North Block, New Delhi - 110001",
X9e83XQBYNG-XPnvjOsx,Department of Home,ug,,Shri Govind Mohan,Home Secretary,Secretary Office,"23092989, 23093031","Room No.: 113, North Block, New Delhi - 110001",hshso@nic.in
Xte83XQBYNG-XPnvjOsx,Department of Border Management,ug,,Shri Amit Shah,Minister,Ministry of Home Affairs,"23092462, 23094686","Room No.: 104, North Block, New Delhi - 110001",
Xte83XQBYNG-XPnvjOsx,Department of Border Management,ug,,Shri Nityanand Rai,Minister of State,Ministry of Home Affairs,"23092870, 23092595","Room No.: 101, North Block, New Delhi - 110001",
Xte83XQBYNG-XPnvjOsx,Department of Border Management,ug,,Shri Bandi Sanjay Kumar,Minister of State,Ministry of Home Affairs,"23092073, 23094054","Room No.: 127, North Block, New Delhi - 110001",
Xte83XQBYNG-XPnvjOsx,Department of Border Management,ug,,Shri Rajendra Kumar,Secretary (BM),Secretary Office,23092431,"Room No.: 124, North Block, New Delhi - 110001",secybm@nic.in
YQUjYIQBF92NGf8XoaQ6,Department of Military Affairs,ug,,Shri Raj Nath Singh,Minister,Ministry of Defence,"24014501, 24014502, 23793881","25075, 5th Floor, Kartavya Bhavan-2, New Delhi- 110001",rmo@mod.nic.in
YQUjYIQBF92NGf8XoaQ6,Department of Military Affairs,ug,,Shri Sanjay Seth,Minister of State,Ministry of Defence,"24014508, 23310353","26107, 6th Floor, Kartavya Bhavan-2, New Delhi- 110001",mos-defence@gov.in
Yte83XQBYNG-XPnvjOsx,Department of Official Language,ug,,Shri Amit Shah,Minister,Ministry of Home Affairs,"23092462, 23094686","Room No.: 104, North Block, New Delhi - 110001",
Yte83XQBYNG-XPnvjOsx,Department of Official Language,ug,,Shri Nityanand Rai,Minister of State,Ministry of Home Affairs,"23092870, 23092595","Room No.: 101, North Block, New Delhi - 110001",
Yte83XQBYNG-XPnvjOsx,Department of Official Language,ug,,Shri Bandi Sanjay Kumar,Minister of State,Ministry of Home Affairs,"23092073, 23094054","Room No.: 127, North Block, New Delhi - 110001",
Yte83XQBYNG-XPnvjOsx,Department of Official Language,ug,,Ms. Ansuli Arya,Secretary (OL),Official Language,23438266,"NDCC-II Bhawan, 'B' Wing 3rd Floor, Jai Singh Road, New Delhi - 110001",secy-ol@nic.in
Z9e83XQBYNG-XPnvjOsx,Department of Legal Affairs,ug,,Shri Arjun Ram Meghwal,Minister of State (Independent Charge),Ministry of Law and Justice,011-23386974,"Room No. 24107, 4th Floor, Kartavya Bhawan-II, New Delhi-110001",mljoffice@gov.in
Z9e83XQBYNG-XPnvjOsx,Department of Legal Affairs,ug,,Shri Rajiv Mani,Secretary,Department of Legal Affairs,"011-24016067, 011-24016068","Room No. 24072, 4th Floor, Kartavya Bhawan-II, New Delhi-110001",secylaw-dla@nic.in
ZNe83XQBYNG-XPnvjOsx,Department of Drinking Water and Sanitation,ug,,Shri C R Patil,Minister,Ministry of Jal Shakti,23714200,"Room no. - 210, Shram Shakti Bhawan, Rafi Marg, New Delhi – 110001",minister-jalshakti@gov.in
ZNe83XQBYNG-XPnvjOsx,Department of Drinking Water and Sanitation,ug,,Shri V. Somanna,Minister of State,Ministry of Jal Shakti,24368618,"Room no. - 215, Shram Shakti Bhawan, Rafi Marg, New Delhi – 110001",mosoffice-mdws@nic.in
ZNe83XQBYNG-XPnvjOsx,Department of Drinking Water and Sanitation,ug,,Shri Raj Bhushan Choudhary,Minister of State,Ministry of Jal Shakti,23718759,"Room no. - 215, Shram Shakti Bhawan, Rafi Marg, New Delhi – 110001",mos-mowr@nic.in
ZNe83XQBYNG-XPnvjOsx,Department of Drinking Water and Sanitation,ug,,Shri Ashok K. K. Meena,Secretary (DWS),Senior Officers of the Department,24361245,"C Wing, 4th Floor, Pandit Deendayal Antyodaya Bhawan, CGO Complex, New Delhi - 110003",secydws@nic.in
Zde83XQBYNG-XPnvjOsx,"Department of Water Resources, River Development and Ganga Rejuvenation",ug,,Shri C R Patil,Minister,Ministry of Jal Shakti,23714200,"Room no. - 210, Shram Shakti Bhawan, Rafi Marg, New Delhi – 110001",minister-jalshakti@gov.in
Zde83XQBYNG-XPnvjOsx,"Department of Water Resources, River Development and Ganga Rejuvenation",ug,,Shri V. Somanna,Minister of State,Ministry of Jal Shakti,24368618,"Room no. - 215, Shram Shakti Bhawan, Rafi Marg, New Delhi – 110001",mosoffice-mdws@nic.in
Zde83XQBYNG-XPnvjOsx,"Department of Water Resources, River Development and Ganga Rejuvenation",ug,,Shri Raj Bhushan Choudhary,Minister of State,Ministry of Jal Shakti,23718759,"Room no. - 215, Shram Shakti Bhawan, Rafi Marg, New Delhi – 110001",mos-mowr@nic.in
Zde83XQBYNG-XPnvjOsx,"Department of Water Resources, River Development and Ganga Rejuvenation",ug,,Shri V. L. Kantha Rao,Secretary,Secretary (DoWRGR),"23715919, 23710305",,secy-mowr@nic.in
ZmQzG3sBNf80hyXhNfrU,Department for Promotion of Industry and Internal Trade,ug,,Shri Piyush Goyal,Minister,Ministry of Commerce and Industry,"23039110, 23039111","Room No.: 501, Vanijya Bhawan, New Delhi - 110001",piyush.goyal@gov.in
ZmQzG3sBNf80hyXhNfrU,Department for Promotion of Industry and Internal Trade,ug,,Shri Jitin Prasada,Minister of State,Ministry of Commerce and Industry,"23039174, 23039184","Room No.: 513, Vanijya Bhawan, New Delhi - 110001",mos-ci@gov.in
ZmQzG3sBNf80hyXhNfrU,Department for Promotion of Industry and Internal Trade,ug,,Shri Amardeep Singh Bhatia,Secretary,Department for Promotion of Industry and Internal Trade,"23038850, 23038851","Room No.: 223, Vanijya Bhawan, New Delhi - 110001",secy-ipp@nic.in
Zte83XQBYNG-XPnvjOsx,Department of Justice,ug,,Shri Arjun Ram Meghwal,Minister of State (Independent Charge),Ministry of Law and Justice,011-23386974,"Room No. 24107, 4th Floor, Kartavya Bhawan-II, New Delhi-110001",mljoffice@gov.in
Zte83XQBYNG-XPnvjOsx,Department of Justice,ug,,Shri Niraj Verma,Secretary,Department of Justice,011-23383674,"Room No.- 14, Jaisalmer House, 26, Mansingh Road, New Delhi-110001",secy-jus@gov.in
a9e83XQBYNG-XPnvjOsx,Department of Personnel and Training,ug,,Shri Narendra Modi,Prime Minister,"Ministry of Personnel, Public Grievances and Pensions",,,
a9e83XQBYNG-XPnvjOsx,Department of Personnel and Training,ug,,Dr. Jitendra Singh,Minister of State,"Ministry of Personnel, Public Grievances and Pensions",24010700,"Room No.: 31026, Kartavya Bhavan-03, New Delhi - 110001",mos-pp@nic.in
a9e83XQBYNG-XPnvjOsx,Department of Personnel and Training,ug,,Ms. Rachna Shah,Secretary,Secretary (P),24010500,"Room No.: 31042, Kartavya Bhavan-3, New Delhi -110001",secy_mop@nic.in
aNJDHHUBGGphvn7wU-S7,"Ministry of Micro, Small & Medium Enterprises",ug,,Shri Jitan Ram Manjhi,Minister,"Ministry of Micro, Small & Medium Enterprises",011-24011271,"Room no.: 32108, Kartavya Bhavan-03, Kartavya Path, New Delhi - 110001",min-msme@nic.in
aNJDHHUBGGphvn7wU-S7,"Ministry of Micro, Small & Medium Enterprises",ug,,Sushri Shobha Karandlaje,Minister of State,"Ministry of Micro, Small & Medium Enterprises",011-24011274,"Room no.: 32074, Kartavya Bhavan-03, Kartavya Path, New Delhi - 110001",mos-msme@gov.in
aNJDHHUBGGphvn7wU-S7,"Ministry of Micro, Small & Medium Enterprises",ug,,Shri Bharat Harbanslal Khera,Secretary,"Ministry of Micro, Small & Medium Enterprises","011-24011277, 011-24011278","Room no.: 32104, Kartavya Bhavan-03, Kartavya Path, New Delhi - 110001",secretary-msme@nic.in
aNe83XQBYNG-XPnvjOsx,Legislative Department,ug,,Shri Arjun Ram Meghwal,Minister of State (Independent Charge),Ministry of Law and Justice,011-23386974,"Room No. 24107, 4th Floor, Kartavya Bhawan-II, New Delhi-110001",mljoffice@gov.in
aNe83XQBYNG-XPnvjOsx,Legislative Department,ug,,Shri Rajiv Mani,Secretary,Legistative Department,011-24016050,"Room No. 24026, 4th Floor, Kartavya Bhawan-II, New Delhi-110001",secyoffice-ld@gov.in
ade83XQBYNG-XPnvjOsx,Department of Administrative Reforms and Public Grievances,ug,,Shri Narendra Modi,Prime Minister,"Ministry of Personnel, Public Grievances and Pensions",,,
ade83XQBYNG-XPnvjOsx,Department of Administrative Reforms and Public Grievances,ug,,Dr. Jitendra Singh,Minister of State,"Ministry of Personnel, Public Grievances and Pensions",24010700,"Room No.: 31026, Kartavya Bhavan-03, New Delhi - 110001",mos-pp@nic.in
ade83XQBYNG-XPnvjOsx,Department of Administrative Reforms and Public Grievances,ug,,Ms. Nivedita Shukla Verma,Secretary,Department of Administrative Reforms & Public Grievances,"23742133, 23340008","Room No. : 513, Sardar Patel Bhavan, Sansad Marg, New Delhi - 110001",secy-arpg@nic.in
ate83XQBYNG-XPnvjOsx,Department of Pension & Pensioner's Welfare,ug,,Shri Narendra Modi,Prime Minister,"Ministry of Personnel, Public Grievances and Pensions",,,
ate83XQBYNG-XPnvjOsx,Department of Pension & Pensioner's Welfare,ug,,Dr. Jitendra Singh,Minister of State,"Ministry of Personnel, Public Grievances and Pensions",24010700,"Room No.: 31026, Kartavya Bhavan-03, New Delhi - 110001",mos-pp@nic.in
ate83XQBYNG-XPnvjOsx,Department of Pension & Pensioner's Welfare,ug,,Smt. Nivedita Shukla Verma,Secretary (Pension),Pension & Pensioner's Welfare,"23742133, 23340008","Room No. : 513, Sardar Patel Bhavan, Sansad Marg, New Delhi - 110001",secy-arpg@nic.in
b9e83XQBYNG-XPnvjOsx,Department of Science and Technology,ug,,Dr. Jitendra Singh,Minister of State (Independent Charge),Ministry of Science and Technology,"23316745, 24629788",,mos-stes@gov.in
b9e83XQBYNG-XPnvjOsx,Department of Science and Technology,ug,,Shri Rajesh S. Gokhale,Secretary,Department of Science and Technology,"26510068, 26511439",,dstsec@nic.in
bNe83XQBYNG-XPnvjOsx,Department of Land Resources,ug,,Shri Shivraj Singh Chouhan,Minister,Ministry of Rural Development,"23782327, 23782373","Krishi Bhawan, New Delhi",minister.rd@gov.in
bNe83XQBYNG-XPnvjOsx,Department of Land Resources,ug,,Dr. Chandra Sekhar Pemmasani,Minister of State,Ministry of Rural Development,"23372414, 23372565","Sanchar Bhawan, New Delhi",mosc-office@gov.in
bNe83XQBYNG-XPnvjOsx,Department of Land Resources,ug,,Shri Kamlesh Paswan,Minister of State,Ministry of Rural Development,"24105585, 23388859","Krishi Bhawan, New Delhi",mosoffice-rd@gov.in
bNe83XQBYNG-XPnvjOsx,Department of Land Resources,ug,,Shri Narendra Bhooshan,Secretary,Secretary (LR),"24011515, 24011516","Room No.: 32042, Kartavya Bhavan-03, Kartavya Path, Rajpath Area, Central Secretariat, New Delhi, -110001",secy-dolr@nic.in
bqNEInUBxrox_Nfi_36z,MyGov Uttarakhand,sg,UK,Shri Ajit Kumar,CEO,MyGov,"011-24369222, 011-24301913",,compliance-officer@mygov.in
c9e83XQBYNG-XPnvjOsx,Department of Sports,ug,,Dr. Mansukh Mandaviya,Minister,Ministry of Youth Affairs and Sports,"26116520, 24671185","Room no. 8101, 8th Floor, Zone-1, GPOA-3, Netaji Nagar, Africa Avenue Road, New Delhi-110023",office-moyas@gov.in
c9e83XQBYNG-XPnvjOsx,Department of Sports,ug,,Smt. Raksha Nikhil Khadse,Minister of State,Ministry of Youth Affairs and Sports,26111688,"Room No. 7605, 7th Floor, Zone-6, GPOA-3, Netaji Nagar, Africa Avenue Road, New Delhi, 110023",mos-yas21@gov.in
c9e83XQBYNG-XPnvjOsx,Department of Sports,ug,,Shri Hari Ranjan Rao,Secretary,Secretary of Sports,26118623,"GPOA-3, Netaji Nagar, Africa Avenue Road, New Delhi, 110023",secy-sports@nic.in
cNe83XQBYNG-XPnvjOsx,Department of Scientific and Industrial Research,ug,,Dr. Jitendra Singh,Minister of State (Independent Charge),Ministry of Science and Technology,"23316745, 24629788",,mos-stes@gov.in
cNe83XQBYNG-XPnvjOsx,Department of Scientific and Industrial Research,ug,,Dr N Kalaiselvi,"DG, CSIR-cum-Secretary, DSIR",Secretary,"23717053, 23710472",,dgcsir@csir.res.in
c_PEC3wBnAUp6yMBzd79,MyGov Arunachal Pradesh,sg,AR,Shri Ajit Kumar,CEO,MyGov,"011-24369222, 011-24301913",,compliance-officer@mygov.in
cde83XQBYNG-XPnvjOsx,Department of Empowerment of Persons with Disabilities,ug,,Dr. Virendra Kumar,Minister,Ministry of Social Justice and Empowerment,"011-23381001, 011-23381390, 011-23012175","Room No:. 201 C-wing, Shastri Bhawan, New Delhi",min-sje@nic.in
cde83XQBYNG-XPnvjOsx,Department of Empowerment of Persons with Disabilities,ug,,Shri Ramdas Athawale,Minister of State,Ministry of Social Justice and Empowerment,"011-23381656, 011-23381657","Room No:. 101C-Wing, Shastri Bhawan, New Delhi",mos3-msje@gov.in
cde83XQBYNG-XPnvjOsx,Department of Empowerment of Persons with Disabilities,ug,,Shri B. L. Verma,Minister of State,Ministry of Social Justice and Empowerment,,"Room No:. 251, A-wing, Shastri Bhawan, New Delhi",
cde83XQBYNG-XPnvjOsx,Department of Empowerment of Persons with Disabilities,ug,,Ms. V. Vidyavati,Secretary,Empowerment of Persons with Disabilities,"24369055, 24369067","Room No:. 524 (B-III), Antyodaya Bhawan, CGO Complex, New Delhi",secretaryda-msje@nic.in
cte83XQBYNG-XPnvjOsx,Department of Social Justice and Empowerment,ug,,Dr. Virendra Kumar,Minister,Ministry of Social Justice and Empowerment,"011-23381001, 011-23381390, 011-23012175","Room No:. 201 C-wing, Shastri Bhawan, New Delhi",min-sje@nic.in
cte83XQBYNG-XPnvjOsx,Department of Social Justice and Empowerment,ug,,Shri Ramdas Athawale,Minister of State,Ministry of Social Justice and Empowerment,"011-23381656, 011-23381657","Room No:. 101C-Wing, Shastri Bhawan, New Delhi",mos3-msje@gov.in
cte83XQBYNG-XPnvjOsx,Department of Social Justice and Empowerment,ug,,Shri B. L. Verma,Minister of State,Ministry of Social Justice and Empowerment,,"Room No:. 251, A-wing, Shastri Bhawan, New Delhi",
cte83XQBYNG-XPnvjOsx,Department of Social Justice and Empowerment,ug,,Shri Sudhansh Pant,Secretary,Department of Social Justice & Empowerment,"011-23382683, 011-23389184","Room No:. 604, A-wing, Shastri Bhawan, New Delhi",secywel@nic.in
d9KpHHUBGGphvn7w1-jZ,Department of Biotechnology,ug,,Dr. Jitendra Singh,Minister of State (Independent Charge),Ministry of Science and Technology,"23316745, 24629788",,mos-stes@gov.in
d9KpHHUBGGphvn7w1-jZ,Department of Biotechnology,ug,,Shri Rajesh S. Gokhale,Secretary,Department of Biotechnology,"24362950, 24362881",,secy@dbt.nic.in
dNe83XQBYNG-XPnvjOsx,Department of Youth Affairs,ug,,Dr. Mansukh Mandaviya,Minister,Ministry of Youth Affairs and Sports,"26116520, 24671185","Room no. 8101, 8th Floor, Zone-1, GPOA-3, Netaji Nagar, Africa Avenue Road, New Delhi-110023",office-moyas@gov.in
dNe83XQBYNG-XPnvjOsx,Department of Youth Affairs,ug,,Smt. Raksha Nikhil Khadse,Minister of State,Ministry of Youth Affairs and Sports,26111688,"Room No. 7605, 7th Floor, Zone-6, GPOA-3, Netaji Nagar, Africa Avenue Road, New Delhi, 110023",mos-yas21@gov.in
dNe83XQBYNG-XPnvjOsx,Department of Youth Affairs,ug,,Ms. Pallavi Jain Govil,Secretary,Department of Youth Affairs,"26117418, 26113163","Room No. 6201 6th Floor, Zone-02 GPOA-3 Netaji Nagar, Africa Avenue Road New Delhi- 110023",secy-ya@nic.in
eqNfInUBxrox_NfiSIBI,Ministry of Jal Shakti,ug,,Shri C R Patil,Minister,Ministry of Jal Shakti,23714200,"Room no. - 210, Shram Shakti Bhawan, Rafi Marg, New Delhi – 110001",minister-jalshakti@gov.in
eqNfInUBxrox_NfiSIBI,Ministry of Jal Shakti,ug,,Shri V. Somanna,Minister of State,Ministry of Jal Shakti,24368618,"Room no. - 215, Shram Shakti Bhawan, Rafi Marg, New Delhi – 110001",mosoffice-mdws@nic.in
eqNfInUBxrox_NfiSIBI,Ministry of Jal Shakti,ug,,Shri Raj Bhushan Choudhary,Minister of State,Ministry of Jal Shakti,23718759,"Room no. - 215, Shram Shakti Bhawan, Rafi Marg, New Delhi – 110001",mos-mowr@nic.in
ewWaFYUBF92NGf8XQar-,MyGov Jammu and Kashmir,sg,JK,Shri Ajit Kumar,CEO,MyGov,"011-24369222, 011-24301913",,compliance-officer@mygov.in
f47dxHQBnHZIjqMuV49J,Department of Rural Development,ug,,Shri Shivraj Singh Chouhan,Minister,Ministry of Rural Development,"23782327, 23782373","Krishi Bhawan, New Delhi",minister.rd@gov.in
f47dxHQBnHZIjqMuV49J,Department of Rural Development,ug,,Dr. Chandra Sekhar Pemmasani,Minister of State,Ministry of Rural Development,"23372414, 23372565","Sanchar Bhawan, New Delhi",mosc-office@gov.in
f47dxHQBnHZIjqMuV49J,Department of Rural Development,ug,,Shri Kamlesh Paswan,Minister of State,Ministry of Rural Development,"24105585, 23388859","Krishi Bhawan, New Delhi",mosoffice-rd@gov.in
f47dxHQBnHZIjqMuV49J,Department of Rural Development,ug,,Shri Rohit Kansal,Secretary,Department of Rural Development,"24011801, 24011802","Kartavya Bhavan 3, Central Secretariat, New Delhi-110001",secyrd@gov.in
fPMTDHwBnAUp6yMBbt4p,MyGov Goa,sg,GA,Shri Ajit Kumar,CEO,MyGov,"011-24369222, 011-24301913",,compliance-officer@mygov.in
ftJDHHUBGGphvn7wU-O6,MyGov India,ug,,Shri Ajit Kumar,CEO,MyGov,011-24369903,,compliance-officer@mygov.in
g_MfDHwBnAUp6yMBZt72,MyGov Manipur,sg,MN,Shri Ajit Kumar,CEO,MyGov,"011-24369222, 011-24301913",,compliance-officer@mygov.in
h_MtDHwBnAUp6yMBDN5c,MyGov Tamil Nadu,sg,TN,Shri Ajit Kumar,CEO,MyGov,"011-24369222, 011-24301913",,compliance-officer@mygov.in
hvMrDHwBnAUp6yMBlN61,MyGov Uttar Pradesh,sg,UP,Shri Ajit Kumar,CEO,MyGov,"011-24369222, 011-24301913",,compliance-officer@mygov.in
ifMvDHwBnAUp6yMB5N72,MyGov Chhattisgarh,sg,CG,Shri Ajit Kumar,CEO,MyGov,"011-24369222, 011-24301913",,compliance-officer@mygov.in
j_NHDHwBnAUp6yMBAt4u,Innovate India (MyGov),ug,,Shri Ajit Kumar,CEO,MyGov,"011-24369222, 011-24301913",,compliance-officer@mygov.in
jfNCDHwBnAUp6yMBht5X,Transforming India (MyGov),ug,,Shri Ajit Kumar,CEO,MyGov,"011-24369222, 011-24301913",,compliance-officer@mygov.in
kfNJDHwBnAUp6yMBp97V,Blog (MyGov),ug,,Shri Ajit Kumar,CEO,MyGov,"011-24369222, 011-24301913",,compliance-officer@mygov.in
l0nPCIcBlHCxpSX6POcf,MyGov India-Hindi,ug,,Shri Ajit Kumar,CEO,MyGov,011-24369903,,compliance-officer@mygov.in
lPNYDHwBnAUp6yMBdd74,Pledge (MyGov),ug,,Shri Ajit Kumar,CEO,MyGov,"011-24369222, 011-24301913",,compliance-officer@mygov.in
lQXXCIcBF92NGf8Xd7iY,MyGov Rajasthan,sg,RJ,Shri Ajit Kumar,CEO,MyGov,"011-24369222, 011-24301913",,compliance-officer@mygov.in
lvNbDHwBnAUp6yMBWd4K,AatmaNirbharBharat (MyGov),ug,,Shri Ajit Kumar,CEO,MyGov,"011-24369222, 011-24301913",,compliance-officer@mygov.in
mwX0CIcBF92NGf8X_7jI,MyGov Ladakh,sg,LA,Shri Ajit Kumar,CEO,MyGov,"011-24369222, 011-24301913",,compliance-officer@mygov.in
nkngCIcBlHCxpSX6W-c2,MyGov Mizoram,sg,MZ,Shri Ajit Kumar,CEO,MyGov,"011-24369222, 011-24301913",,compliance-officer@mygov.in
nxKd9XkBmn7FjzzhzCSZ,Ministry of Social Justice and Empowerment,ug,,Dr. Virendra Kumar,Minister,Ministry of Social Justice and Empowerment,"011-23381001, 011-23381390, 011-23012175","Room No:. 201 C-wing, Shastri Bhawan, New Delhi",min-sje@nic.in
nxKd9XkBmn7FjzzhzCSZ,Ministry of Social Justice and Empowerment,ug,,Shri Ramdas Athawale,Minister of State,Ministry of Social Justice and Empowerment,"011-23381656, 011-23381657","Room No:. 101C-Wing, Shastri Bhawan, New Delhi",mos3-msje@gov.in
nxKd9XkBmn7FjzzhzCSZ,Ministry of Social Justice and Empowerment,ug,,Shri B. L. Verma,Minister of State,Ministry of Social Justice and Empowerment,,"Room No:. 251, A-wing, Shastri Bhawan, New Delhi",
pmXOC3wBNf80hyXhGwE8,MyGov Assam,sg,AS,Shri Ajit Kumar,CEO,MyGov,"011-24369222, 011-24301913",,compliance-officer@mygov.in
r2UnDHwBNf80hyXhqgGJ,MyGov Nagaland,sg,NL,Shri Ajit Kumar,CEO,MyGov,"011-24369222, 011-24301913",,compliance-officer@mygov.in
rGUhDHwBNf80hyXhcgHi,MyGov Tripura,sg,TR,Shri Ajit Kumar,CEO,MyGov,"011-24369222, 011-24301913",,compliance-officer@mygov.in
rWUlDHwBNf80hyXhZgFD,MyGov Jharkhand,sg,JH,Shri Ajit Kumar,CEO,MyGov,"011-24369222, 011-24301913",,compliance-officer@mygov.in
sWUpDHwBNf80hyXhgwHN,MyGov Himachal Pradesh,sg,HP,Shri Ajit Kumar,CEO,MyGov,"011-24369222, 011-24301913",,compliance-officer@mygov.in
t2VFDHwBNf80hyXhlQGF,Quiz (MyGov),ug,,Shri Ajit Kumar,CEO,MyGov,"011-24369222, 011-24301913",,compliance-officer@mygov.in
